PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Cano, Wilson		Brasil - construção e desconstrução do desenvolvimento	Brazil: the construction and deconstruction of development			Economia e Sociedade	Portuguese	research-article	Construction; Brazilian Deconstruction; Deindustrialization; Political Crisis; Underdevelopment		Construção; Desconstrução do Brasil; (Des)industrialização; Crise política; Subdesenvolvimento		Abstract The article with provide an overview of the Brazilian economy between 1930 and 2016 and the most relevant facts during the period, as well as the international circumstances that played a significant role in the changes that took place. During the first period, the golden phase between 1930 and 1980, the country boomed with economic growth and industrialization, whereas the following period (from 1980 until today) is marked by the interruption in the development path. The third part of the article focuses on the post 1980´s period, showing how some political and social effects suffered by Brazilians were strongly - but not exclusively - influenced by those changes, both economic and institutional, particularly by neoliberalism and globalization. In the final part I report the deepening current crisis and investigate the immediate future of Brazil´s development.		Resumo O artigo procura sintetizar o movimento geral da economia brasileira, e alguns fatos marcantes, desde 1930 a 2016, que alteraram parcialmente a trajetória do período. O subperíodo de 1930 a 1980, compreende nossa fase áurea de crescimento e industrialização, o de 1980 a hoje - o da desconstrução do desenvolvimento do país. Na boa tradição da História e da Economia Política, comento outros fatos anteriores muito relevantes, que exerceram efeitos cumulativos subsequentes. Incluo também as principais circunstâncias internacionais que, em cada momento, tiveram forte influência nessas mudanças. Na terceira parte, centrada no pós-1980, resumo alguns efeitos políticos e sociais sofridos pela sociedade brasileira, que a meu juízo, foram fortemente - mas não exclusivamente - influenciados por aquelas transformações econômicas e institucionais, especialmente pelo Neoliberalismo e pela Globalização no segundo período. Na parte final relato o aprofundamento da crise atual, e indago sobre o futuro imediato de nosso desenvolvimento.		[Cano, Wilson] Universidade Estadual de Campinas, Brazil					41	1	1	0	1	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	08	2017	26	2	265	302	10.1590/1982-3533.2017v26n2art1	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182017000200265	gold				
J	ROSSI, PEDRO		Política cambial no Brasil: um esquema analítico	Exchange rate policy in Brazil: An analytical framework			Revista de Economia Política	Portuguese	research-article	exchange rate; exhange rate policy; derivatives; capital controls		câmbio; política cambial; derivativos; controles de capital		ABSTRACTThis paper aims to address the exchange rate policy in Brazil from an approach centered in the Brazilian foreign exchange market's institutional framework. The purpose is to evaluate how this institutionality affects the exchange rate policies and, in particular, how financial speculation operates in this institutional framework. It argues that the Brazilian foreign exchange market is particularly susceptible to financial speculation and therefore the regulation of foreign exchange market and, in particular, the derivatives market, is recommended to allow a more appropriate exchange rate policy for economic development.		RESUMOEsse artigo trata da política cambial no Brasil a partir de um enfoque centrado na institucionalidade do mercado de câmbio brasileiro. O objetivo é avaliar como essa institucionalidade condiciona as políticas de câmbio no Brasil e, em particular, como a especulação opera nessa institucionalidade. Defende-se a ideia de que o mercado de câmbio brasileiro é particularmente permeável à especulação financeira e, por isso, uma política cambial mais adequada ao desenvolvimento econômico depende da regulação do mercado de câmbio e, em particular, do mercado de derivativos.		[ROSSI, PEDRO] Universidade Estadual de Campinas, Brazil					24	1	1	0	2	Editora 34	São Paulo	São Paulo	1809-4538	12	2015	35	4	708	727	10.1590/0101-31572015v35n04a02	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000400708	gold				
J	Ruffoni, Janaina; Suzigan, Wilson		Comportamento de firmas industriais em fluxos de conhecimento: Uma análise para dois aglomerados produtivos				Estudos Econômicos (São Paulo)	Portuguese	research-article	Technological knowledge network; Industrial firms behavior; Clusters of firms		Rede de conhecimento tecnológico; Comportamento de firmas industriais; Aglomerações de empresas		Abstract The central theme of the paper is the industrial firms' behavior in networks of technological knowledge. The importance of knowledge flows is recognized in the economic discussion of technological change as an essential element for firms to innovate. The aim of the study is to understand the behavior of cognitive firms located geographically close when establishing knowledge flows considered relevant to their processes for improvement and development of new products and processes. A field survey using the methodology Social Networks Analyses was performed in two agglomerations of machines for footwear producers: one from Italy and one from Brazil. The results revealed the existence of knowledge flows restricted to some firms and rarefied as well as different cognitive behaviors, indicating that in the two clusters coexist heterogeneous firms that play different roles, some well articulated while others isolated from the technological knowledge network.		Resumo O tema central do artigo é o comportamento de firmas industriais em redes de conhecimentos tecnológicos. A importância de fluxos de conhecimentos é reconhecida na discussão econômica a respeito da mudança tecnológica como um elemento essencial para as firmas inovarem. O objetivo do estudo é compreender o comportamento cognitivo de firmas localizadas geograficamente próximas quando do estabelecimento de fluxos de conhecimento, considerados relevantes para seus processos de melhoria e desenvolvimento de novos produtos e processos. Foi realizada uma pesquisa de campo com o uso da metodologia Social Networks Analyses em duas aglomerações do segmento produtor de máquinas para calçados: um da Itália e outro do Brasil. Os resultados revelaram a existência de fluxos de conhecimento restritos a algumas firmas e rarefeitos, bem como diferentes comportamentos cognitivos, indicando que coexistem nos dois aglomerados firmas que desempenham papéis heterogêneos, sendo algumas bem articuladas, enquanto outras estão isoladas da rede de conhecimento tecnológico.		[Ruffoni, Janaina] Universidade do Vale do Rio dos Sinos, Brazil; [Suzigan, Wilson] Universidade Estadual de Campinas, Brazil					20	1	1	0	0	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	12	2015	45	4	693	724	10.1590/0101-416145461jrw	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612015000400693	gold				
J	Fischer, Bruno Brandão		On the Contributions of Knowledge-Intensive Business-Services Multinationals to Laggard Innovation Systems				BAR - Brazilian Administration Review	English	research-article	KIBS; national innovation systems; foreign direct investment; multinational corporations				Foreign direct investment (FDI) is assumed to be a source of knowledge flows across National Innovation Systems, with particular relevance for developing countries. Nonetheless, empirical assessments are usually manufacturing-oriented, providing only a partial view of the phenomena under scrutiny. This article aims at contributing to this body of literature by investigating the impacts of inward FDI on aggregate outcomes of developing countries' National Innovation Systems, taking into account potential contributions from Knowledge-Intensive Business-Services (KIBS) multinationals and their respective comparison with manufacturing investments. Using a panel dataset comprising 38 developing countries (2001-2010), fixed-effects regressions are applied according to a traditional endogenous growth model. Empirical findings underscore the relevance of KIBS MNCs' contributions to host innovation systems in developing countries. These impacts broadly surmount those of manufacturing FDI and they are particularly significant for: (a) value added in services; (b) value added in manufacturing; (c) aggregate export capacity; and (d) international (United States Patent and Trademark Office[USPTO]) patenting activity.				[Fischer, Bruno Brandão] Universidade Estadual de Campinas, Brazil			Brandao Fischer, Bruno/0000-0003-3878-9097		43	1	3	0	6	ANPAD - Associação Nacional de Pós-Graduação e Pesquisa em Administração	Rio de Janeiro	Rio de Janeiro	1807-7692	06	2015	12	2	150	168	10.1590/1807-7692bar2015140070	Management	SciELO Brazil	Business & Economics	SCIELO:S1807-76922015000200150	gold				
J	Brittes, José Luiz Pereira; Salles-Filho, Sergio L. M.; Pfitzner, Mariana Savedra		Avaliação do risco regulatório em pesquisa & desenvolvimento no setor elétrico brasileiro	Regulatory risk assessment of research & development in the Brazilian electrical sector			Revista de Administração Contemporânea	Portuguese	research-article	R&D&I in the electrical sector; economic regulation; risk assessment		P&D&I no setor elétrico; regulação econômica; avaliação de risco		This paper presents a methodology of R&D&I project ex-ante evaluation for the Brazilian electric power sector using a multi-criteria tool focused on risk. The R&D process in the Brazilian electric power industry is regulated by the National Electric Energy Agency (ANEEL), and requires companies to invest part of Net Operating Income (NOI) in R&D&I. This pushed firms to structure management routines for technological innovation efforts that simultaneously mitigate market and regulatory risk. One way to achieve this issue is to perform an ex-ante evaluation project selection methodology able to deal with somewhat antagonistic multiple-element analysis. PiTech (Prioritization in Technology) is a very flexible and conducive tool for performing such a weighted parametric multivariate analysis. The case presented in this article was performed with PiTech working with operational, market and regulatory criteria in multiple combinations for 19 projects for a key holding group in the Brazilian power market. The tool proved to be very useful by allowing decision makers to verify the appropriateness of investment in R&D projects totaling R$61 million in 2010, minimizing regulatory risks and preserving adherence to corporate interests.		O artigo propõe metodologia de avaliação ex-ante de projetos de P&D&I do setor elétrico, incorporada a uma ferramenta de análise multicritério, com foco em risco. A P&D do setor elétrico é regulada pela Agência Nacional de Energia Elétrica (ANEEL) e obriga as empresas a investirem parte de sua Receita Operacional Líquida (ROL) em P&D&I. A imposição de P&D&I ao setor levou suas empresas a buscarem formas de alocar recursos em projetos que tentam harmonizar o contexto regulatório com seus direcionadores de mercado, forçando-as a estruturarem em suas rotinas uma gestão da inovação que mitigasse riscos regulatórios. Uma forma de se viabilizar essa mitigação é o uso de metodologias de seleção de projetos capazes de ponderar múltiplos elementos, de certo modo, antagônicos. A PiTech, Prioritization in Technology, é uma ferramenta de análise multivariada paramétrica, flexível e propícia a essa ponderação. Neste artigo, aplicaram-se critérios operacionais, mercadológicos e regulatórios, em múltiplas combinações, para 19 projetos de um grupo empresarial de energia elétrica. A ferramenta mostrou-se útil ao permitir aos tomadores de decisão verificarem a pertinência de investimento em 16 projetos, totalizando R$ 61 milhões em 2010, com riscos de glosa minimizados e concomitante aderência a interesses empresariais.		Universidade Estadual de Campinas, Brazil					44	1	1	2	13	Associação Nacional dos Programas de Pós-graduação em Administração	Curitiba	Curitiba	1982-7849	04	2015	19	2	193	211	10.1590/1982-7849rac20151171	Management	SciELO Brazil	Business & Economics	SCIELO:S1415-65552015000200193	gold				
J	Palludeto, Alex Wilhans Antonio; Andrade, Rogerio P. de		O capital monopolista-financeiro e a grande recessão				Estudos Econômicos (São Paulo)	Portuguese	research-article									[Andrade, Rogerio P. de] Universidade Estadual de Campinas, Brazil; [Palludeto, Alex Wilhans Antonio] Universidade Estadual de Campinas, Brazil			Palludeto, Alex Wilhans Antonio/0000-0002-1528-7548		8	1	1	0	0	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	12	2014	44	4	881	888	10.1590/S0101-41612014000400008	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612014000400008	gold				
J	Rossi, Pedro		Institucionalidade do mercado de câmbio e a política cambial no Brasil	Institutionality of the foreign exchange market and exchange rate policy in Brazil			Economia e Sociedade	Portuguese	research-article	Foreign exchange; Exchange rate policy; Derivatives; Capital controls		Câmbio; Política cambial; Derivativos; Controles de capital		This paper aims to analyze the exchange rate policy in Brazil from an approach centered on the institutionality of the Brazilian foreign exchange market. For this, it first describes the operation of this market by separating it into four levels (spot, interbank, derivatives and offshore markets) based on interviews’ information with agents of the foreign exchange market, as financial currency traders, agents of the BM&F, Central Bank, Treasury and Finance Ministry. From this analysis, it is evaluated how this institutionality affects exchange policies rate in Brazil (such as Central Bank intervention, capital flows controls, the regulation on banks spot position and the derivative transactions taxes) and, in particular, how these policies impact the exchange rate considering the intermediary channels as the arbitration between spot and future markets, the formation of future prices and the disincentives to speculative operations.		Este artigo busca contribuir para análise da política cambial no Brasil a partir de um enfoque centrado na institucionalidade do mercado de câmbio brasileiro. Para isso, primeiramente, descreve-se a operacionalidade desse mercado, separando-o em quatro níveis (mercado à vista, interbancário, de derivativos e offshore) com base em informações oriundas de entrevistas com agentes do mercado de câmbio, como operadores de câmbio do mercado financeiro, agentes da BM&F, do Banco Central, Tesouro Nacional e da Fazenda. A partir dessa análise, avalia-se como essa institucionalidade condiciona as políticas de câmbio no Brasil (como as intervenções do Banco Central, os controles sobre fluxos de capital, a regulação sobre a posição dos bancos e a taxação sobre as operações de derivativos) e, em particular, como essas políticas impactam a taxa de câmbio a partir da mediação dos canais de arbitragem, da formação de preços futuros e do desincentivo às operações especulativas.		[Rossi, Pedro] Universidade Estadual de Campinas, Brazil					22	1	1	0	1	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	12	2014	23	3	645	667	10.1590/S0104-06182014000300004	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182014000300645	gold				
J	Farhi, Maryse		Revelações da crise: moeda fiduciária e as relações Tesouro/Banco Central	Revelations of the crisis: fiat currency and the Treasury-Central Bank relations			Revista de Economia Política	Portuguese	research-article	monetary policy; quantitative easing; debt monetization				The current crisis shed a new light on issues that, previously, were not perceived as serious or important. It highlighted the close ties between fiat currency and government bonds denominated in it or, in other words, the relationship between Treasury and Central Bank. Two ill-conceived views of the "new consensus" on money that had turned into taboos were put in evidence. The first, derived from the quantitative theory, concerns the rejection of unsterilized monetary expansion; the second, directly related to the neoliberal ideology, prohibits or imposes strict limits on the role of central banks in the financing of public debts.				[Farhi, Maryse] Universidade Estadual de Campinas, Brazil					29	1	1	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2014	34	3	396	412	10.1590/S0101-31572014000300003	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572014000300003	gold				
J	Barreto, João Carlos; Nassif, Vânia Maria Jorge		O Empreendedor Líder e a Disseminação da Orientação Empreendedora	Entrepreneurial Leaders and the Dissemination of Entrepreneurial Orientation	El emprendedor líder y la difusión de la orientación emprendedora		Revista Brasileira de Gestão de Negócios	Portuguese	research-article	Entrepreneur; Behavior leadership; Entrepreneurial orientation; MSEs	Emprendedor; Comportamiento de liderazgo; Orientación emprendedora; MPE	Empreendedor; Comportamento de liderança; Orientação empreendedora; MPEs		ABSTRACT The objective of this research is to analyze whether entrepreneurs’ leadership behaviors in small and micro enterprises that provide services contribute to the dissemination of the many dimensions of entrepreneurial orientation. This is basic qualitative research of an exploratory and interpretative nature, carried out by means of interviews - with a semi-structured script - applied to five entrepreneurs who are MSE leaders. Research data was analyzed through content analysis proposed by Bardin (2008), and narratives, according to Gibbs (2009). The results reveal that entrepreneurs use the dimensions of entrepreneurial orientation with varying intensity and in an informal way, because they are not familiar with the practices of these dimensions.	RESUMEN Esta estudio tiene como objetivo analizar si el comportamiento de liderazgo del emprendedor en la micro y pequeña empresa, proveedores de servicios, contribuye a la propagación de las dimensiones de la orientación emprendedora. Se trata de una base exploratoria cualitativa e interpretativa, llevada a cabo a través de entrevistas con un guión de estructura semiaplicada a cinco empresarios líderes de MPEs. Los datos de la investigación fueron analizados a través del análisis de contenido propuesto por Bardin (2008) y las teorías apoyadas por Gibbs (2009). Los resultados han demostrado que los emprendedores están utilizando la orientación emprendedora con intensidades diferentes y de manera informal, al no estar familiarizados con las prácticas de la orientación emprendedora.	RESUMO Esta pesquisa tem por objetivo analisar se o comportamento de liderança do empreendedor de micro e pequenas empresas, prestadoras de serviços, contribuem na disseminação das dimensões da orientação empreendedora. Trata-se de uma pesquisa qualitativa básica de natureza exploratória e interpretativa, realizada por meio de entrevistas com um roteiro semiestruturado com cinco empreendedores líderes de MPEs. Os dados da pesquisa foram analisados por meio da análise de conteúdo proposta por Bardin (2008) e as narrativas conforme Gibbs (2009). Os resultados demonstram que os empreendedores fazem uso das dimensões da orientação empreendedora em intensidades diferentes e de maneira informal por não estarem familiarizados com a prática das dimensões da orientação empreendedora.		[Nassif, Vânia Maria Jorge] Universidade Nove de Julho, Brazil; [Barreto, João Carlos] Universidade Estadual de Campinas, Brazil					39	1	2	0	22	Fundação Escola de Comércio Álvares Penteado			1983-0807	06	2014	16	51	180	198	10.7819/rbgn.v16i51.1422	Management	SciELO Brazil	Business & Economics	SCIELO:S1806-48922014000200180	gold				
J	Segnini, Liliana; Alcadipani, Rafael		Poder e resistências nas organizações: a propósito das contribuições de Fernando C. Prestes Motta				Revista de Administração de Empresas	Portuguese	research-article									[Alcadipani, Rafael] Fundação Getúlio Vargas, Brazil; [Segnini, Liliana] Universidade Estadual de Campinas, Brazil		Alcadipani, Rafael RA/B-1573-2013	Alcadipani, Rafael RA/0000-0001-5132-5380		22	1	2	0	8	Fundação Getulio Vargas, Escola de Administração de Empresas de S.Paulo	São Paulo	São Paulo	2178-938X	06	2014	54	3	341	347	10.1590/S0034-759020140309	Management	SciELO Brazil	Business & Economics	SCIELO:S0034-75902014000300009	gold				
J	Zambon, Antonio; Anunciação, Pedro		Inteligência competitiva: percepções de valor no setor da bijuteria	Competitive intelligence: perceptions of value in the jewelry sector	Inteligencia Competitiva: las percepciones de valor en el sector de la joyería		Revista Portuguesa e Brasileira de Gestão	Portuguese	case-report	Competitive Intelligence; Organizational Intelligence; Information; Knowledge and Information Systems	Inteligencia Competitiva; Inteligencia Organizacional; Información; Conocimiento y Sistemas de Información	Inteligência Competitiva; Inteligência Organizacional; Informação; Conhecimento e Sistemas de Informação		In the current economic activity, we highlight the information as tradable economic resource and knowledge as a differentiating factor in performance and decision. The great revolution lies in the opportunity given to all the agents, through knowledge and learning, to generate intelligence allowing them to reach new dynamics of evolution and development. Organizational and competitive intelligence are two vital elements to competitiveness and economic sustainability, organizational dynamics, innovation capacity and value creation in collaborative context. The present study aimed to analyze the importance of competitive intelligence as a competitive SME sector of jewelry in Limeira-S. Paulo, Brazil. To this end we have sought through the Delphi method to analyze the sensitivity of entrepreneurs to this theme as well as assess their expectations about this possibility of creating an intelligence center able to provide relevant market information. The results show the clear assumption of the relevance of the issue, awareness of the positive contributions of the initiative as well as existing weaknesses that may affect the success of the same.	En la actividad económica actual, la información es un recurso económico comerciable y el conocimiento un factor diferenciador en el actuar y la decisión. La gran revolución radica en la oportunidad que se brinda a todos los agentes a través del conocimiento y el aprendizaje, generar inteligencia, lo que le permite llegar a nuevas dinámicas de evolución y desarrollo. Inteligencia organizacional y competitiva son dos elementos vitales a la com petitividad y la sostenibilidad económica, poniendo en contexto las dinámicas organizacionales, la capacidad de innovación y la creación de valor en un contexto de colaboración. Este estudio tiene como objetivo analizar la importância de la inteligencia competitiva en el desarrollo de redes de PYMES en el sector de la joyería en Limeira-S. Paulo, Brasil. Con este fin, hemos intentado, a través del método Delphi, determinar la sensibilidad de los empresários a este tema, así como evaluar sus expectativas acerca de la posibilidad de crear un centro de inteligencia capaz de proporcionar información relevante sobre el mercado. Los resultados muestran una asunción clara de la relevancia del tema, la conciencia de las contribuciones positivas de la iniciativa, así como las debilidades existentes que pueden afectar el éxito de la iniciativa.	Na atividade econômica atual, destaca-se a informação como recurso econômico transacionável e o conhecimento como fator diferenciador na atuação e decisão. A grande revolução reside na oportunidade dada à generalidade dos agentes de, através do conhecimento e aprendizagem, gerarem inteligência, permitindo alcançar novas dinâmicas de evolução e desenvolvimento. Inteligência organizacional e competitiva constituem dois elementos vitais à competitividade e sustentabilidade econômica, equacionando as dinâmicas organizativas, a capacidade de inovação e a geração de valor em contexto colaborativo. O presente estudo tem por objetivo analisar a relevância da inteligência competitiva para o desenvolvimento em rede das PME do setor da bijuteria, em Limeira-S. Paulo, Brasil. Para tal, procurou-se, através do método de Delphi, averiguar a sensibilidade dos empresários para esta temática, bem como avaliar as suas expetativas sobre esta possibilidade de criação de um centro de inteligência capaz de disponibilizar informações relevantes sobre o mercado. Os resultados obtidos evidenciam a assunção clara da relevância do tema, a consciência dos contributos positivos da iniciativa, bem como as fragilidades existentes que podem condicionar o sucesso da iniciativa.		[Zambon, Antonio] Universidade Estadual de Campinas, Brasil; [Anunciação, Pedro] Universidade de Évora; [Zambon, Antonio] Universidade Federal de São Carlos; Instituto Politécnico de Setúbal, Portugal		Zambon, Antonio/C-2374-2013			44	1	2	0	17	INDEG-IUL - ISCTE Executive Education	Lisboa	Lisboa	1645-4464	06	2014	13	2	41	60		Management	SciELO Portugal	Business & Economics	SCIELO:S1645-44642014000200005	gold				
J	Andrade, Rogerio P. de; Palludeto, Alex Wilhans Antonio		Harvey e o enigma da crise econômica recente				Revista de Economia Contemporânea	Portuguese	research-article									[Palludeto, Alex Wilhans Antonio] Universidade Estadual de Campinas, Brazil; [Andrade, Rogerio P. de] Universidade Estadual de Campinas, Brazil			Palludeto, Alex Wilhans Antonio/0000-0002-1528-7548		9	1	1	0	0	Instituto de Economa da Universidade Federal do Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	1980-5527	12	2013	17	3	570	576	10.1590/S1415-98482013000300008	Economics	SciELO Brazil	Business & Economics	SCIELO:S1415-98482013000300008	gold				
J	Seabra, Luciana; Dequech, David		Convenções financeiras e a taxa básica de juros no Brasil: uma primeira aproximação				Revista de Economia Política	Portuguese	research-article			convenções; Keynes; taxa de juros; metas de inflação		Financial conventions and basic interest rate in Brazil. This article discusses the thesis that the Brazilian interest rate is a convention, focusing on the basic interest rate under the inflation targeting regime. On the one hand, there are some complications involved in this debate. In order to show this, we consider the theoretical works that have been references for the Brazilian economists who see an interest rate convention in the country. On the other hand, despite the difficulties, it is possible to find signs of conventionality in the determination of the Brazilian basic rate, by analyzing two properties of conventions: conformity of some with the conformity of others; and arbitrariness.				[Dequech, David] Universidade Estadual de Campinas, Brazil; [Seabra, Luciana] Valor Econômico, Brazil					40	1	1	0	1	Editora 34	São Paulo	São Paulo	1809-4538	12	2013	33	4	599	618	10.1590/S0101-31572013000400003	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572013000400003	gold				
J	Cano, Wilson		Amazônia: da crise à integração atípica e truncada	Amazônia: from Crisis to an Atypical Truncated Integration			América Latina en la historia económica	Portuguese	research-article	regional development; industrialization; tax war; neoliberalism		desenvolvimento regional; industrialização; guerra fiscal; neoliberalismo		This paper shows that, between 1930 and 1980 the region has benefited from the federal economic policies, especially the development and integration of the domestic market, the so-called virtuous deconcentration. However, since the crisis of the 80's and the government's tax and financial slump, as well as the adoption of neoliberal policies from 1989 to 1990, this deterioration was even greater, with a perverse macroeconomic policy (unregulated opening, high interest rates, overvalued exchange rate, and others) and divorced from the idea of national and regional development. Thanks to neoliberalism and tax war, deconcentration that occurs in the second period becomes spurious, making the Amazon's productive integration with the rest of the nation rather atypical and truncated. The adopted periodization is: pre 1960; 1970's; 1980-1989; 1989-2003, and 2003-2010.		O artigo mostra que, entre 1930 e 1980 a região1 se beneficiou das políticas econômicas federais, em especial das de desenvolvimento e integração do mercado nacional, a chamada desconcentração virtuosa. Contudo, a partir da crise dos anos 80 o Estado se debilitou fiscal e financeiramente, e, com a adoção das políticas neoliberais a partir de 1989-1990, essa deterioração ficou ainda maior, com uma perversa política macroeconômica (abertura desregrada, juros elevados, câmbio valorizado, e outros) divorciada da idéia de desenvolvimento nacional e regional. Graças ao neoliberalismo e à guerra fiscal, a desconcentração que ocorre neste segundo período se torna espúria, truncando e tornando atípica a integração produtiva da região com o restante da nação. A periodização adotada será: pré 1960; 1970's; 1980-1989; 1989-2003, e 2003-2010.		[Cano, Wilson] Universidade Estadual de Campinas., Brazil					36	1	1	0	0	Instituto de Investigaciones Dr. José María Luis Mora	México	México	2007-3496	08	2013	20	2	67	95		Economics; History Of Social Sciences	SciELO Mexico	Business & Economics; Social Sciences - Other Topics	SCIELO:S1405-22532013000200003	gold				
J	Maia, Alexandre Gori		Estrutura de ocupações e distribuição de rendimentos: uma análise da experiência brasileira nos anos 2000	Occupational structure and income distribution: an analysis of the Brazilian experience in the 2000s			Revista de Economia Contemporânea	Portuguese	research-article	Occupational structure; occupations; labor market; inequality		Estrutura ocupacional; ocupações; mercado de trabalho; desigualdade		Considering the huge changes witnessed in the economy and in the labor market in Brazil in the 2000s, this paper analyzes the relationship between the occupational structure and the income distribution in this country. First, the paper analyzes in what extent the predominance of low-wage, unskilled occupations contributes to the high level of socioeconomic exclusion and inequality in Brazil. Analyses also consider how changes in the composition and in the average income of the main occupational groups have contributed to increase total income and reduce inequality in Brazil. In general, results show the importance of the occupational structure as an instrument to analyze socioeconomic differences in Brazil.		Em um contexto de profundas transformações na economia e no mercado de trabalho, o objetivo deste trabalho é analisar as relações entre a dinâmica da estrutura de ocupações e da distribuição de rendimentos no Brasil nos anos 2000. Primeiramente, verifica-se em que medida a prevalência de ocupações pouco qualificadas e de baixa remuneração contribui para o elevado estágio de exclusão e desigualdade do país. Verifica-se ainda como as mudanças na composição e nos rendimentos dos principais grupos ocupacionais contribuíram para o crescimento da renda e a redução da desigualdade no Brasil. Os resultados destacam a importância da estrutura ocupacional para compreensão das extremas diferenças socioeconômicas existentes no país.		Universidade Estadual de Campinas, Brazil		Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094		29	1	1	0	2	Instituto de Economa da Universidade Federal do Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	1980-5527	08	2013	17	2	276	301	10.1590/S1415-98482013000200004	Economics	SciELO Brazil	Business & Economics	SCIELO:S1415-98482013000200004	gold				
J	Prates, Daniela Magalhães; Freitas, Maria Cristina Penido de		Crédito bancário corporativo no Brasil: evolução recente e perspectivas	Corporate banking credit in Brazil			Revista de Economia Política	Portuguese	research-article	banking credit; Brazilian economy; Keynesian theory				This article aims to analyse the evolution of the corporate banking credit market in Brazil during the recent cycle (january 2003 to june 2009) from a Keynesian theoretical reference point. The article focuses on the dynamics of the six major segments of this market (industry, commerce, services, infrastructure, real estate and rural sector), highlighting their main similarities and differences concerning the cyclical dynamics, the participation in the total corporate banking credit, the origin of resources, the composition of capital ownership and the performance of public and private banks.				[Freitas, Maria Cristina Penido de] Université Paris 13, France; [Prates, Daniela Magalhães] Universidade Estadual de Campinas, Brazil					8	1	3	0	0	Editora 34	São Paulo	São Paulo	1809-4538	06	2013	33	2	322	340	10.1590/S0101-31572013000200008	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572013000200008	gold				
J	Deos, Simone S. de; Mendonça, Ana Rosa Ribeiro de; Wegner, Rubia C.		Cooperação financeira no Mercosul e o financiamento do investimento				Nova Economia	Portuguese	research-article	Mercosur; financial systems; regional financial cooperation; investment financing		Mercosul; sistemas financeiros; cooperação financeira regional; financiamento do investimento		The regional integration systems that arose during the 1990s, such as Mercosur, were implemented during the so called financial globalization period. However, the connection of the economies in the periphery to the international financial markets has not been able to solve the key question of long term financing for investment. The literature in the Keynes tradition points out that the shortage of long term funding is a key problem. In this regard, the financial system should be able to provide resources, especially long term resources, for investment funding, minimizing uncertainty and making it feasible to acquire capital assets with longer maturities. This paper aims to analyze the importance of regional financial cooperation to strengthen the long term financing mechanisms in the Mercosur economies.		Os esquemas de integração regional construí­dos ao longo da década de 1990, entre os quais o Mercosul, foram implementados em um contexto marcado pelo processo mais amplo de globalização financeira. A conexão dos países periféricos ao circuito da globalização financeira, contudo, não resolveu os problemas crônicos de falta de recursos para o financiamento de longo prazo. A literatura marcada pela tradição de Keynes aponta que a insuficiência de recursos de longo prazo (funding) para financiar o investimento é um problema crucial. Nesse sentido, o sistema financeiro deve ser capaz de prover recursos, especialmente de longo prazo, para financiar o investimento, minimizando a incerteza e viabilizando a aquisição dos ativos de capital de longo prazo de maturação. Neste artigo, objetiva-se analisar a importância da cooperação financeira regional para o fomento de mecanismos de financiamento de longo prazo nas economias do Mercosul.		[Wegner, Rubia C.] Universidade Federal Rural do Rio de Janeiro, Brazil; [Deos, Simone S. de; Mendonça, Ana Rosa Ribeiro de] Universidade Estadual de Campinas, Brazil			Deos, Simone/0000-0003-1134-0871		40	1	1	0	0	Nova Economia	Belo Horizonte	Belo Horizonte	1980-5381	04	2013	23	1	155	184	10.1590/S0103-63512013000100006	Economics	SciELO Brazil	Business & Economics	SCIELO:S0103-63512013000100006	gold				
