PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Bruno-Faria, Maria de Fátima; Veiga, Heila Magali da Silva		Indicadores de condições para criar no ambiente de trabalho: evidências de validação empírica de uma medida	Indicators of conditions to create in the workplace (ICCAT): empirical validation evidences of a measure	Indicadores de condiciones para crear en el ambiente de trabajo (ICCAT): evidencias de validación empírica de una medida		Revista de Administração (São Paulo)	Portuguese	research-article	creativity; workplace; measuring instrument	creatividad; ambiente de trabajo; instrumento de medición	criatividade; ambiente de trabalho; instrumento de medida		ABSTRACT The purpose of this article is to provide a quantitative measure of the favorable and unfavorable conditions for creativity in the workplace, conceived as a production process of new ideas and value for a particular work context. We decided to initially improve an already validated instrument with similar purposes. The implementation of the survey to validate the new measure, comprised of 63 items, was made on a sample of 409 analysts of a Brazilian research organization. Semantics and judges analyses were performed, with subsequent factor and reliability analysis of the items. Two different scales were obtained: one that contained six factors expressing favorable conditions and three depicting unfavorable conditions for the expression of creativity in the workplace. The instrument was named Indicators of Conditions to Create in the Workplace (ICCW) and shows up as a robust and updated measure, with the reduction from 97 to 60 items, with high factor loadings, as well as higher reliability scores than the previous measure. The total variance explained index was above 50%. Future applications are suggested in order to check whether the factorial structure is confirmed. We highlight the relevance of making this tool available for use in future research, as well as for organizational diagnosis.	RESUMEN En este artículo se pretende establecer una medida cuantitativa de condiciones favorables y desfavorables a la creatividad en el ambiente de trabajo, concebida como un proceso de producción de ideas nuevas y de valor para determinado contexto. Se ha decidido, inicialmente, perfeccionar un instrumento ya validado con fines semejantes. La aplicación del survey para la validación de la nueva medida, compuesta por 63 ítems, se ha realizado en una muestra de 409 analistas de una empresa brasileña de investigación. Se han llevado a cabo los análisis semántico y de los jueces, con posterior análisis factorial y de confiabilidad de los ítems. Se han obtenido dos escalas distintas: una que contenía seis factores que manifiestan condiciones facilitadoras y tres que retratan barreras a la expresión de la creatividad en el ambiente de trabajo. El instrumento ha sido denominado Indicadores de Condiciones para Crear en el Ambiente de Trabajo (ICCAT) y se muestra como una medida robusta y actualizada, con la reducción de 97 para 60 ítems, con cargas factoriales elevadas, así como índices de confiabilidad más altos que la medida anterior. El índice de varianza total explicada fue superior al 50%. Se sugieren nuevas aplicaciones con el fin de verificar si la estructura factorial se confirma. Se subraya la relevancia de tal medida para aplicación en futuros estudios, así como para diagnósticos organizacionales.	RESUMO Objetivou-se, neste artigo, disponibilizar uma medida quantitativa de condições favoráveis e desfavoráveis à criatividade no ambiente de trabalho, concebida como um processo de produção de ideias novas e de valor para determinado contexto. Decidiu-se, inicialmente, aprimorar um instrumento já validado com fins semelhantes. A aplicação de survey para validação da nova medida, composta de 63 itens, foi feita em uma amostra de 409 analistas de uma empresa brasileira de pesquisa. Foram realizadas as análises semântica e dos juízes, com posterior análise fatorial e de confiabilidade dos itens. Obtiveram-se duas escalas distintas: uma que continha seis fatores que manifestam condições facilitadoras e três que retratam barreiras à expressão da criatividade no ambiente de trabalho. O instrumento foi denominado de Indicadores de Condições para Criar no Ambiente de Trabalho (ICCAT) e mostra-se como uma medida robusta e atualizada, com a redução de 97 para 60 itens, com cargas fatoriais elevadas, bem como índices de confiabilidade mais altos que a medida anterior. O índice de variância total explicada foi superior a 50%. Sugerem-se novas aplicações, a fim de verificar se a estrutura fatorial se confirma. Destaca-se a relevância de se disponibilizar tal medida para aplicação em pesquisas futuras, bem como para diagnósticos organizacionais.		[Bruno-Faria, Maria de Fátima] Universidade Federal do Rio de Janeiro, Brazil; [Veiga, Heila Magali da Silva] Universidade Federal de Uberlândia, Brazil					48	0	0	0	0	Departamento de Administração da Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo	São Paulo	São Paulo	1984-6142	12	2015	50	4	492	506	10.5700/rausp1215	Management	SciELO Brazil	Business & Economics	SCIELO:S0080-21072015000400492	gold				
J	TORRES, RICARDO LOBATO; CAVALIERI, HENRIQUE		Uma crítica aos indicadores usuais de desindustrialização no Brasil	A critique to the usual economic indicators of de-industrialization in Brazil			Revista de Economia Política	Portuguese	research-article	de-industrialization; Dutch disease; specialization		desindustrialização; doença Holandesa; especialização		ABSTRACTA critique to the usual economic indicators of de-industrialization in Brazil. The debate on de-industrialization has gained special prominence in Brazil, but methodological issues concerning the economic indicators used to evaluate this process are rarely discussed. This paper presents a critical evaluation of two common indicators in the Brazilian economic literature: the share of industry in GDP and the ratio VTI/VBPI. While the first measure shows sharp fluctuations due to changes in methodology, the second appears to be very sensitive to exchange rate variations and does not capture the inter-industry differences. Thus, the results show that both indicators contain problems and may lead to misleading conclusions about the national productive structure.		RESUMOO debate sobre desindustrialização ganhou destaque especial no Brasil, mas questões metodológicas relativas aos indicadores econômicos utilizados para avaliar esse processo são raramente discutidos. Este artigo apresenta uma avaliação crítica dos dois indicadores comuns na literatura econômica brasileira: a participação da indústria no PIB e a relação VTI/VBPI. Enquanto a primeira medida mostra oscilações bruscas devido a mudanças na metodologia, a segunda parece ser muito sensível a variações de taxa de câmbio e não captura as diferenças interindústria. Assim, os resultados mostram que ambos os indicadores contêm problemas e podem levar a enganosa conclusões sobre a estrutura produtiva nacional.		[TORRES, RICARDO LOBATO] Universidade Federal do Rio de Janeiro, Brazil; [CAVALIERI, HENRIQUE] Universidade Tecnológica Federal do Paraná, Brazil					28	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538	12	2015	35	4	859	877	10.1590/0101-31572015v35n04a10	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000400859	gold				
J	Serrano, Franklin; Summa, Ricardo		Aggregate demand and the slowdown of Brazilian economic growth in 2011-2014	Demanda agregada e a desaceleração do crescimento econômico brasileiro de 2011-2014			Nova Economia	English	research-article	Brazil; demand-led growth; macroeconomic policies		Brasil; crescimento liderado pela demanda; políticas macroeconômicas		Abstract: This paper looks in detail at the sharp slowdown in the Brazilian economy for the years 2011-2014. We argue that the slowdown is overwhelmingly the result of a sharp decline in domestic demand, rather than a fall in exports and even less any change in external financial conditions. The sharp fall in domestic demand, in turn, is shown to be a result of deliberate policy decisions made by the government and was not necessary, i.e., it was not made in response to some external constraint such as a balance-of-payments problem.		Resumo: Neste artigo analisamos a forte desaceleração da economia brasileira para os anos de 2011-2014. Argumentamos que a desaceleração é majoritariamente causada por uma queda acentuada da demanda agregada doméstica, ao invés de ter sido causada por uma queda nas exportações e muito menos por qualquer mudança nas condições de financiamento externo. A queda acentuada da demanda agregada doméstica, por sua vez, é demonstrada ser resultado de decisões deliberadas de política econômica tomadas pelo governo. Estas medidas não eram necessárias, no sentido que não foram tomadas como resposta a alguma restrição externa, como um problema no balanço de pagamentos.		[Serrano, Franklin] Universidade Federal do Rio de Janeiro, Brazil; [Summa, Ricardo] Universidade Federal do Rio de Janeiro, Brazil					39	1	4	0	0	Nova Economia			1980-5381	12	2015	25	spe	803	833	10.1590/0103-6351/3549	Economics	SciELO Brazil	Business & Economics	SCIELO:S0103-63512015000400803	gold				
J	Santiago, Diogo Carneiro; Leal, Ricardo Pereira Câmara		Carteiras Igualmente Ponderadas com Poucas Ações e o Pequeno Investidor	Equally Weighed Portfolios with Few Stocks and Small Investors			Revista de Administração Contemporânea	Portuguese	research-article	portfolio optimization; return-risk relationship; equally-weighted portfolios; naive portfolios; stock funds		otimização de carteiras de investimento; relação retorno-risco; carteiras igualmente ponderadas; carteiras ingênuas; fundos de ações		This article analyzes equally-weighted stock portfolios (1/N) focusing on unsophisticated investors with small portfolios. The number of shares included in the 1/N portfolios ranged from 6 to 16 with rebalancing executed only three times a year. The period of analysis included daily and monthly returns between 1998 and 2011. The performance of the 1/N portfolios was compared to stock mutual funds, a global minimum variance portfolio with a 10% limit on positive weights (MVP 10%) and the Ibovespa index. The comparisons employed nonparametric tests, measures of risk-adjusted return and considered transaction costs. The results indicate that the performance of the selected funds is, at best, equivalent to the 1/N portfolios, albeit with a lower standard deviation. There was no significant difference in the median returns of the 1/N portfolios relative to the Ibovespa and MVP 10%. The stock selection criterion according to the ranking by the previous period Sharpe ratio is relevant, but rebalancing may be carried out less than three times a year. The 1/N portfolios are an attractive alternative to stock funds for investors with small stock portfolios even though their transaction costs may exceed 400 basis points per year.		Este artigo analisa carteiras igualmente ponderadas (1/N) com foco no investidor sem sofisticação, com carteiras de pequenas de ações. A quantidade de ações incluídas nas carteiras 1/N foi de 6 a 16, e o rebalanceamento, feito apenas três vezes ao ano. O período de análise incluiu retornos diários e mensais, entre 1998 e 2011. O desempenho das carteiras 1/N foi comparado ao de fundos de investimento em ações (FIAs), a uma carteira de mínima variância global com limite de 10% sobre os pesos positivos (MVP 10%) e ao Ibovespa. As comparações empregaram testes não paramétricos, medidas de retorno ajustado ao risco e consideram custos de transação. Os resultados, por sua vez, indicam que os FIAs selecionados apresentam desempenho, na melhor das hipóteses, equivalente ao das carteiras 1/N, apesar de apresentarem desvio padrão menor. Não se constatou retorno mediano das carteiras 1/N significativamente diferente do da Ibovespa e do da MVP 10%. O critério de seleção das ações, segundo ordenamento pelo Índice de Sharpe do período anterior, é relevante, mas o rebalanceamento pode ser feito menos de três vezes ao ano. As carteiras 1/N são, portanto, uma alternativa atraente em relação aos FIAs para investidores com carteiras pequenas de ações, apesar de seus custos de transação poderem ultrapassar 400 pontos base por ano.		[Leal, Ricardo Pereira Câmara] Universidade Federal do Rio de Janeiro, Brazil; [Santiago, Diogo Carneiro] Lojas Americanas S. A, BR					24	2	4	0	4	Associação Nacional dos Programas de Pós-graduação em Administração	Curitiba	Curitiba	1982-7849	10	2015	19	5	544	564	10.1590/1982-7849rac20151794	Management	SciELO Brazil	Business & Economics	SCIELO:S1415-65552015000500544	gold				
J	PINHEIRO, ALESSANDRO DE ORLANDO MAIA; TIGRE, PAULO BASTOS		PROPOSTA DE INVESTIGAÇÃO SOBRE O USO DE SOFTWARE NO SUPORTE À INOVAÇÃO EM SERVIÇOS	INVESTIGATION PROPOSAL ON SOFTWARE AS A TOOL FOR INNOVATION IN SERVICES	Propuesta de investigación sobre software como soporte a la innovación en servicios		Revista de Administração de Empresas	Portuguese	research-article	Information and Communication Technolgy; management; innovation; software; services	Tecnologías de la Información y Comunicación; gestión; innovación; software; servicios	Tecnologias da Informação e Comunicação; gestão; inovação; software; serviços		ABSTRACTThis article examines the goals, instruments and characteristics of Information and Communication Technolgy (ICTs) enabled innovations in the Brazilian software industry emphasizing technologies, transmitting channels, learning processes, and organizational changes required by advanced digital tools. The methodology steams from the adaptation of an existing taxonomy for our specific purposes and the development of a field research in Brazil, with the help of the software Atlas.ti. We found that ICT enabled innovations are not isolated events, since they affect existing processes, the relationship with clients and suppliers, and require greater integration of organizational functions. Important differences were observed due to the firms' size, internationalization level, technical capabilities and access to proprietary technology.	RESUMENEste artículo examina los objetivos, instrumentos y características de las innovaciones habilitadas por Tecnologías de la Información y Comunicación (TICs) en Brasil, enfatizando las tecnologías utilizadas, los canales habilitados por las herramientas digitales, los procesos de aprendizaje para innovación y los cambios organizacionales necesarios para el uso de herramientas avanzadas. La metodología consiste en la adaptación de taxonomías existentes para los propósitos específicos de la investigación y la realización de un estudio de campo con la asistencia del software Atlas.ti. Los resultados muestran que las innovaciones habilitadas por TIC no constituyen eventos aislados y puntuales, ya que alteran procesos, formas de relacionarse con aliados y clientes, y requieren una mayor integración de funciones organizacionales. Fueron observadas importantes diferencias en función del tamaño de la empresa, de la internacionalización de las operaciones, de la capacitación técnica y del grado de acceso a herramientas propias.	RESUMOEste artigo examina os objetivos, instrumentos e características das inovações habilitadas por Tecnologias da Informação e Comunicação (TICs) no Brasil, enfatizando as tecnologias utilizadas, os canais habilitados pelas ferramentas digitais, os processos de aprendizado para inovação e as mudanças organizacionais necessárias para o uso de ferramentas avançadas. A metodologia consiste na adaptação de taxonomias existentes para os propósitos específicos da pesquisa e a realização de uma pesquisa de campo com o auxílio do software Atlas.ti. Os resultados mostram que as inovações habilitadas por TIC não constituem eventos isolados e pontuais, uma vez que alteram processos, formas de relacionamento com parceiros e clientes, e requerem uma maior integração de funções organizacionais. Importantes diferenças foram observadas em função do porte da empresa, da internacionalização das operações, da capacitação técnica e do grau de acesso a ferramentas proprietárias.		[PINHEIRO, ALESSANDRO DE ORLANDO MAIA] Universidade Federal do Rio de Janeiro, Brazil; [TIGRE, PAULO BASTOS] Universidade Federal do Rio de Janeiro, Brazil					36	3	4	2	24	Fundação Getulio Vargas, Escola de Administração de Empresas de S.Paulo	São Paulo	São Paulo	2178-938X	10	2015	55	5	578	592	10.1590/S0034-759020150509	Management	SciELO Brazil	Business & Economics	SCIELO:S0034-75902015000500578	gold				
J	BARBOSA FILHO, NELSON		O desafio macroeconômico de 2015-2018				Revista de Economia Política	Portuguese	research-article	Brazil; macroeconomic; policy		Brasil; política macroeconômica		ABSTRACTThe macroeconomic challenge for 2015-2018. This paper presents a macroeconomic outlook of Brazil at the end of 2014 and an analysis of the main challenges to its macroeconomic policy in the subsequent years. On one side, the analysis is focused on the relationship between interest rates, growth and the real exchange rate. On the other, the paper also analyzes the multiples aspects and problems of fiscal policy in Brazil.		RESUMOEste artigo apresenta uma perspectiva macroeconômica do Brasil no final de 2014 e uma análise dos principais desafios à sua política macroeconômica nos anos subsequentes. De um lado, a análise é focada na relação entre as taxas de juros, o crescimento e a taxa de câmbio real. Por outro lado, o documento também analisa os múltiplos aspectos e proble­mas da política fiscal no Brasil.		[BARBOSA FILHO, NELSON] Universidade Federal do Rio de Janeiro, Brazil					18	2	5	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2015	35	3	403	425	10.1590/0101-31572015v35n03a02	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000300403	gold				
J	ALMEIDA, EDMAR LUIS FAGUNDES DE; OLIVEIRA, PATRICIA VARGAS DE; LOSEKANN, LUCIANO		Impactos da contenção dos preços de combustíveis no Brasil e opções de mecanismos de precificação				Revista de Economia Política	Portuguese	research-article	oil products prices; Petrobras; pricing mechanisms; stabilization funds		preços dos produtos de petróleo; a Petrobras; os mecanismos de fixação de preços; os fundos de estabilização		ABSTRACTImpact of fuel prices containment in Brazil and pricing mechanisms options. Petrobras was severely affected by the government's fuel pricing policy. By meeting the increasing demand of LPG, diesel and gasoline, whose prices were below international reference, the company has lost R$ 98 billion in income from 2011 to 2014. In a period of high investments due the exploration of the pre-salt, this loss raised Petrobras debt and deteriorated its financial situation. Should full alignment with the international price be not politically feasible, the international experience suggests adopting stabilization fund as proper pricing mechanism. Political interferences in its management, however, should be prevented.		RESUMOA Petrobrás foi severamente afetada pela política de preços de combustível do governo. Ao atender a crescente demanda de GLP, diesel e gasolina, cujos preços estavam abaixo de referência internacional, a empresa perdeu R 98.000 milhões dólares em renda, de 2011 a 2014. Em um período de altos investimentos devido a exploração do pré-sal, este perda aumentou a dívida da Petrobrás e deteriorou sua situação financeira. Se o alinhamento com o preço internacional não é politicamente viável, a experiência internacional sugere que se adote um fundo de estabilização como mecanismo de preços. Interferências políticas em sua gestão, no entanto, devem ser evitadas.		[LOSEKANN, LUCIANO] Universidade Federal Fluminense, Brazil; [OLIVEIRA, PATRICIA VARGAS DE] Universidade Federal do Rio de Janeiro, Brazil; [ALMEIDA, EDMAR LUIS FAGUNDES DE] Universidade Federal do Rio de Janeiro, Brazil					21	0	2	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2015	35	3	531	556	10.1590/0101-31572015v35n03a09	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000300531	gold				
J	PEIGO, NOELE DE FREITAS; RUAS, JOSÉ AUGUSTO GASPAR		Rethinking "energy nationalism": a study of the relationship between nation states and companies in the oil industry				Revista de Economia Política	English	research-article	energy nationalism; oil reserves; oil industry; political economy of energy		nacionalismo energético; petróleo; as reservas; a indústria do petróleo; a economia política da energia		ABSTRACTThe term "energy nationalism" is frequently used by academic literature and media, but usually without adequate conceptual accuracy. Despite this, a set of papers deepens the discussion on the relationship between nation states and the energy industry, especially the oil sector. These papers allow identifying fundamental elements to understand the energy nationalism, either complementary or divergent between each other. Thus, this study aims at presenting an interpretation of the concept that fills the gaps left by the above mentioned literature based on a global analysis of the oil industry structure and its historical evolution since the mid-19thcentury.		RESUMOO termo "nacionalismo energético" é frequentemente utilizado pela literatura e mídia acadêmicas, mas geralmente sem precisão conceitual adequada. Apesar disso, um conjunto de artigos aprofunda a discussão sobre a relação entre estados nacionais e a indústria energética, especialmente o setor de petróleo. Estes artigos permitem identificar elementos fundamentais para entender o nacionalismo energético, seja complementar ou divergente entre si. Este estudo tem por objetivo apresentar uma interpretação do conceito que preenche as lacunas deixadas pela literatura acima indicada com base numa análise global da estrutura da indústria do petróleo e da sua evolução histórica desde meados do século 19.		[RUAS, JOSÉ AUGUSTO GASPAR] Facamp, BR; [PEIGO, NOELE DE FREITAS] Universidade Federal do Rio de Janeiro, Brazil					19	0	1	0	3	Editora 34	São Paulo	São Paulo	1809-4538	09	2015	35	3	557	575	10.1590/0101-31572015v35n03a10	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000300557	gold				
J	BRUCE, RAPHAEL; ROCHA, RUDI		A reação da elite política incumbente na abertura democrática brasileira				Revista de Economia Política	Portuguese	research-article	democratization; elites; rural oligarchy		democratização; elites; oligarquia rural		ABSTRACTThe reaction of the political incumbent elites in the Brazilian democratic opening. This paper examines one of the possible channels through which incumbent elites aligned with the Brazilian dictatorship were able to withhold their political power during the democratization in the 1980s. Based on national household survey data and results from legislative elections, we first find that recently franchised illiterate voters who lived in states that were dominated by the elite party during the dictatorship had a higher probability to register to vote than those who lived in other states. We then investigate whether this positive correlation represents a reaction from the incumbent elites in order to keep their political power through voter manipulation or a reaction from these voters in order to remove the power from the oligarchies. We find that, in states dominated by the elite party, illiterates had higher probability of being politically uninterested and uninformed. Our results suggest that a politically motivated reaction from this population is implausible		RESUMOEste artigo analisa um dos possíveis canais através dos quais as elites incumbentes alinhadas com a ditadura brasileira foram capazes de reter o seu poder político durante a democratização na década de 1980. Com base em dados do PNAD e resultados de eleições legislativas, verificamos primeiro que os eleitores analfabetos que viviam nos estados que foram dominados pelo partido de elite durante a ditadura tinham uma probabilidade maior de se registar para votar do que aqueles que viviam em outros estados. Investigamos então se esta correlação positiva representa uma reação das elites incumbentes a fim de manter o seu poder político através da manipulação do eleitor ou se representa uma reação destes eleitores, a fim de tirar o poder das oligarquias. Constatamos que, em estados dominados pelo partido de elite, os analfabetos apresentaram maior probabilidade de estarem politicamente desinteressados e desinformados. Nossos resultados sugerem que uma reação politicamente motivada a partir desta população é implausível.		[ROCHA, RUDI] Universidade Federal do Rio de Janeiro, Brazil; [BRUCE, RAPHAEL] Universidade de São Paulo, Brazil					21	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2015	35	3	645	660	10.1590/0101-31572015v35n03a14	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572015000300645	gold				
J	Bastos, Carlos Pinkusfeld Monteiro; Jorge, Caroline Teixeira; Braga, Julia de Medeiros		Análise desagregada da inflação por setores industriais da economia brasileira entre 1996 e 2011	Inflation in industrial sector of the brazilian economy between 1996 and 2011: a disaggregated analysis			Revista de Economia Contemporânea	Portuguese	research-article	heterodox approaches; inflation; monetary policy.		abordagens heterodoxas; inflação; política monetária.		ABSTRACT This paper reports an empirical research on the dynamics of inflation of seventeen industrial sectors of the Brazilian economy between 1996 and 2011. From a theoretical discussion of the relationship between inflation and aggregate demand in traditional economic approaches (the New Consensus Model), Post-Keynesian and Distributive Conflict, we sought evidence of excess demand inflation and cost pressures in these sectors. The time series used were the Producer Price Index for Comprehensive Source (IPA-OG), the degree of Installed Capacity Utilization (both from FGV), the International Commodities Index (IFS/IMF), the interest rate and the nominal exchange rate (both from Brazilian Central Bank - BCB). The methodology was based on ADL Model (Autoregressive Distributed Lags). The results pointed to the absence of a strong and systematic relationship between inflation and aggregate demand, and to evidences of cost pressures, particularly international prices and the exchange of commodities as determinants of inflation dynamics of the sectors and period analyzed.		RESUMO Este artigo reporta uma investigação empírica sobre a dinâmica inflacionária de dezessete setores industriais da economia brasileira entre 1996 e 2011. A partir de uma breve discussão teórica sobre a relação entre a inflação e a demanda agregada nas abordagens convencional (modelo do Novo Consenso), pós-keynesiana e do conflito distributivo, buscaram-se evidências de inflação de excesso de demanda e de pressões de custo nesses setores. As séries temporais utilizadas foram o Índice de Preço ao Produtor Amplo por Origem (IPA-OG), o grau de Utilização da Capacidade Instalada (ambos da FGV), o Índice deCommodities Internacionais (IFS/FMI), a taxa de juros e a taxa de câmbio nominal (ambas do Banco Central do Brasil − BCB). As equações foram estimadas a partir da Metolodogia ADL (Autoregressive Distributed Lags ). Os resultados apontaram para a ausência de uma relação forte e sistemática entre a inflação e a demanda agregada e para evidência de pressões de custo, sobretudo os preços internacionais das commodities e o câmbio, como determinantes da dinâmica inflacionária dos setores e período analisados.		[Braga, Julia de Medeiros] Universidade Federal Fluminense, Brazil; [Jorge, Caroline Teixeira] Universidade Federal do Rio de Janeiro, Brazil; [Bastos, Carlos Pinkusfeld Monteiro] Universidade Federal do Rio de Janeiro, Brazil					17	0	1	0	0	Instituto de Economa da Universidade Federal do Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	1980-5527	08	2015	19	2	261	279	10.1590/198055271924	Economics	SciELO Brazil	Business & Economics	SCIELO:S1415-98482015000200261	gold				
J	Medeiros, Carlos Aguiar de		A influência do salário mínimo sobre a taxa de salários no Brasil na última década	The influence of minimum wage on Brazilian wage rate in the last decade			Economia e Sociedade	Portuguese	research-article	Minimum wage; Employment; Economic growth; Poverty; Income distribution		Salário mínimo; Emprego assalariado; Crescimento econômico; Pobreza; Distribuição de renda		ABSTRACTIn this paper, we review the institutionalist and structuralist labor market theory by analyzing the connections between the increase in formal employment and in minimum wage that occurred in the Brazilian economy in the last decade. The evolution of the minimum wage exerted an important influence on the predominant compensation received by unskilled labor in the formal and informal labor market. We argue that besides the positive impact of a minimum wage on the labor market, this influence took place as a result of changes in consumption patterns, employment structure and in relative prices.		RESUMOA partir da revisão de uma revisão da literatura estruturalista institucionalista do mercado de trabalho explorou-se, neste texto, as conexões entre o aumento do assalariamento formal e a elevação do poder de compra do salário mínimo ocorrido na última década na economia brasileira. Discutiu-se como este passou a exercer crescente influência sobre a formação da taxa de salários de amplos segmentos dos trabalhadores assalariados formais e informais e da renda dos trabalhadores autônomos sem recursos de qualificação. Argumentou-se que, ao lado de seu impacto positivo sobre o emprego formal e redução da pobreza, esta influência decorreu de mudanças na composição dos padrões de consumo e do emprego com o crescimento mais do que proporcional do assalariamento no setor de serviços e da evolução dos preços relativos.		[Medeiros, Carlos Aguiar de] Universidade Federal do Rio de Janeiro, Brazil					22	0	0	0	1	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	08	2015	24	2	263	292	10.1590/1982-3533.2015v24n2art2	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182015000200263	gold				
J	Nassif, Luiza; Teixeira, Lucas; Rocha, Frederico		Houve redução do impacto da indústria na economia brasileira no período 1996-2009? Uma análise das matrizes insumo-produto	Was there a reduction in the impact of industrial sectors on the Brazilian economy between 1996 and 2009? An input-output analysis			Economia e Sociedade	Portuguese	research-article	Deindustrialization; Brazilian industry; Input-output; Linkages; Key sectors		Desindustrialização; Indústria brasileira; Insumo-produto; Encadeamentos; Setores chave		ABSTRACTThis aim of this paper is to add new evidence to the debate on the deindustrialization of the Brazilian economy by exploring indicators that measure backward and forward linkages. The paper uses the Rasmussen-Hirschman indexes for the Brazilian economy for the years 1996, 2000, 2005 and 2009. It is concluded that there is little evidence to hold the thesis that deindustrialization of the Brazilian economy has taken place. During the periods mentioned there was no clear trend of a fall in the manufacturing industry's share in gross added value or total employment. Furthermore, the Rasmussen-Hirschman indexes for different sectors within the manufacturing industry show a reduction in backward and forward linkages between 1996 and 2000 and a recovery between 2000 and 2009.		RESUMOO presente artigo pretende adicionar nova evidência ao debate de desindustrialização da economia brasileira por meio de indicadores de encadeamentos para frente e para trás. Utilizam-se os índices de Rasmussen-Hirschman para a economia brasileira nos anos de 1996, 2000, 2005 e 2009. O artigo conclui que existe pouca evidência para sustentar a tese de que houve desindustrialização da economia brasileira no período. Durante o período não é observada nenhuma tendência de redução da participação da indústria de transformação em valor adicionado ou emprego total. Em relação aos índices de Rasmussen-Hirschman, os segmentos dentro da indústria de transformação experimentaram decréscimos entre 1996 e 2000 e a maior parte deles apresentou recuperação entre 2000 e 2009.		[Rocha, Frederico] Universidade Federal do Rio de Janeiro, Brazil; [Teixeira, Lucas] Banco Nacional de Desenvolvimento Econômico e Social, Brasil; [Nassif, Luiza] The New School, United States					25	0	0	0	1	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	08	2015	24	2	355	378	10.1590/1982-3533.2015v24n2art5	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182015000200355	gold				
J	Pinto, Eduardo Costa; Gonçalves, Reinaldo		Globalização e poder efetivo: transformações globais sob efeito da ascensão chinesa	Globalization and effective power: the rise of China			Economia e Sociedade	Portuguese	research-article	Economic globalization; China; United States; Effective power; External vulnerability		Globalização econômica; China; Estados Unidos; Poder efetivo; Vulnerabilidade externa		ABSTRACTThis paper analyses the main changes in the global economy, highlighting the role played by China in the 2000s. The effects of these changes on the real power of the most powerful countries are also analyzed. The analysis of the evolution of the effective power in the era of economic globalization deals with the trade, productive, technological, monetary and financial dimensions. The main conclusions found were: the relative increase of the economic power of China; the relative stability of the economic power of the United States after the 2008 crisis; and, the significant structural external vulnerability of some of the principle developing economies in the world.		RESUMOEste artigo examina as principais transformações na era da globalização econômica, destacando o papel desempenhado pela China nos anos 2000, bem como analisa os impactos desse processo sobre o poder efetivo dos países de maior importância na arena internacional. A análise da evolução do poder efetivo dos países abarca as esferas comercial, produtiva, tecnológica, monetária e financeira. Os principais resultados foram: o crescente poder da China na economia mundial, a manutenção do elevado poderio econômico dos Estados Unidos, mesmo após a crise de 2008, e a elevada vulnerabilidade externa estrutural de algumas das principais economias do mundo em desenvolvimento.		[Gonçalves, Reinaldo] Universidade Federal do Rio de Janeiro, Brazil; [Pinto, Eduardo Costa] Universidade Federal do Rio de Janeiro, Brazil					37	1	2	0	1	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	08	2015	24	2	449	479	10.1590/1982-3533.2015v24n2art8	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182015000200449	gold				
